"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","ppt_race","url","first_guess","correct","key_press","responses","image","verb","phrase","condition","test_part"
"11467",NA,NA,"survey-text",69,403973,"0.0-13.0-3.9",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""凯特正在接近弗雷""}","<img src='gifs/ChineseGender4a.gif' style='height:400px;''></img>","接近","正在接近","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",70,404475,"0.0-13.0-0.10",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/FemaleRace3a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",71,406477,"0.0-13.0-1.10",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在面向",NA,"html-keyboard-response",72,409480,"0.0-13.0-2.10",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"11095",NA,NA,"survey-text",73,420580,"0.0-13.0-3.10",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""贝斯正在面向露丝""}","<img src='gifs/FemaleRace3a.gif' style='height:400px;''></img>","面向","正在面向","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",74,421082,"0.0-13.0-0.11",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/BlackGender2a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",75,423085,"0.0-13.0-1.11",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在说服",NA,"html-keyboard-response",76,426092,"0.0-13.0-2.11",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"9321",NA,NA,"survey-text",77,435418,"0.0-13.0-3.11",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""戴夫正在说服露丝""}","<img src='gifs/BlackGender2a.gif' style='height:400px;''></img>","说服","正在说服","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",78,435920,"0.0-13.0-0.12",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/BlackGender1b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",79,437923,"0.0-13.0-1.12",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在聆听",NA,"html-keyboard-response",80,440926,"0.0-13.0-2.12",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"10024",NA,NA,"survey-text",81,450958,"0.0-13.0-3.12",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""露丝正在聆听卢克""}","<img src='gifs/BlackGender1b.gif' style='height:400px;''></img>","聆听","正在聆听","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",82,451460,"0.0-13.0-0.13",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender4b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",83,453464,"0.0-13.0-1.13",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在联系",NA,"html-keyboard-response",84,456469,"0.0-13.0-2.13",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"10799.0000000001",NA,NA,"survey-text",85,467273,"0.0-13.0-3.13",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""凯特正在联系麦克""}","<img src='gifs/ChineseGender4b.gif' style='height:400px;''></img>","联系","正在联系","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",86,467775,"0.0-13.0-0.14",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/FemaleRace4b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",87,469777,"0.0-13.0-1.14",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在表扬",NA,"html-keyboard-response",88,472780,"0.0-13.0-2.14",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"6732",NA,NA,"survey-text",89,479520,"0.0-13.0-3.14",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""霍普正在表扬贝斯""}","<img src='gifs/FemaleRace4b.gif' style='height:400px;''></img>","表扬","正在表扬","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",90,480022,"0.0-13.0-0.15",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/FemaleRace3a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",91,482025,"0.0-13.0-1.15",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在接近",NA,"html-keyboard-response",92,485028,"0.0-13.0-2.15",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"7423",NA,NA,"survey-text",93,492455,"0.0-13.0-3.15",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""露丝正在接近贝斯""}","<img src='gifs/FemaleRace3a.gif' style='height:400px;''></img>","接近","正在接近","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",94,492958,"0.0-13.0-0.16",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/FemaleRace2b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",95,494960,"0.0-13.0-1.16",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在提到",NA,"html-keyboard-response",96,497962,"0.0-13.0-2.16",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"8449",NA,NA,"survey-text",97,506420,"0.0-13.0-3.16",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""凯特正在提到霍普""}","<img src='gifs/FemaleRace2b.gif' style='height:400px;''></img>","提到","正在提到","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",98,506922,"0.0-13.0-0.17",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
