subject,event,OverallLikeMe,TrialType,ppt_demog
32447,listening to,0,Race Trials,Asian Man
32447,accompanying,1,Race Trials,Asian Man
32447,employing,1,Race Trials,Asian Man
32447,convincing,0,Gender Trials,Asian Man
32447,touching,0,Gender Trials,Asian Man
32447,accompanying,0,Gender Trials,Asian Man
32447,walking towards,0,Race Trials,Asian Man
32447,employing,1,Gender Trials,Asian Man
32447,facing,1,Gender Trials,Asian Man
32447,promising,1,Gender Trials,Asian Man
32447,looking at,1,Race Trials,Asian Man
32447,join,0,Race Trials,Asian Man
32447,touching,1,Gender Trials,Asian Man
32447,employing,1,Gender Trials,Asian Man
32447,touching,0,Gender Trials,Asian Man
32542,listening to,1,Race Trials,Asian Woman
32542,contacting,1,Gender Trials,Asian Woman
32542,mention,0,Gender Trials,Asian Woman
32542,looking at,0,Gender Trials,Asian Woman
32542,facing,1,Gender Trials,Asian Woman
32542,walking towards,0,Gender Trials,Asian Woman
32542,promising,1,Gender Trials,Asian Woman
32542,convincing,1,Gender Trials,Asian Woman
32542,contacting,0,Gender Trials,Asian Woman
32542,walking towards,1,Gender Trials,Asian Woman
32542,following,0,Race Trials,Asian Woman
32542,listening to,0,Gender Trials,Asian Woman
32542,listening to,1,Race Trials,Asian Woman
32542,join,0,Race Trials,Asian Woman
32542,following,1,Gender Trials,Asian Woman
32542,contacting,0,Race Trials,Asian Woman
32542,facing,0,Gender Trials,Asian Woman
32542,touching,0,Gender Trials,Asian Woman
32542,accompanying,1,Gender Trials,Asian Woman
32542,mention,0,Race Trials,Asian Woman
32542,approaching,0,Gender Trials,Asian Woman
32542,employing,1,Gender Trials,Asian Woman
32542,looking at,1,Gender Trials,Asian Woman
32542,approaching,1,Race Trials,Asian Woman
32542,accompanying,0,Race Trials,Asian Woman
32542,touching,1,Gender Trials,Asian Woman
32542,employing,0,Race Trials,Asian Woman
32542,walking towards,0,Gender Trials,Asian Woman
32542,looking at,0,Race Trials,Asian Woman
32542,introducing,0,Gender Trials,Asian Woman
32542,mention,1,Race Trials,Asian Woman
32542,mention,0,Race Trials,Asian Woman
32542,accompanying,0,Race Trials,Asian Woman
32542,promising,1,Gender Trials,Asian Woman
32542,listening to,0,Race Trials,Asian Woman
32542,approaching,1,Gender Trials,Asian Woman
32542,contacting,0,Gender Trials,Asian Woman
32542,facing,1,Race Trials,Asian Woman
32542,introducing,0,Gender Trials,Asian Woman
32542,touching,0,Gender Trials,Asian Woman
32542,following,1,Gender Trials,Asian Woman
32542,praising,0,Race Trials,Asian Woman
32542,accompanying,1,Race Trials,Asian Woman
32542,touching,1,Race Trials,Asian Woman
32542,facing,1,Race Trials,Asian Woman
32542,join,0,Race Trials,Asian Woman
32542,employing,1,Race Trials,Asian Woman
32542,promising,0,Gender Trials,Asian Woman
32702,join,1,Gender Trials,Asian Man
32702,facing,1,Gender Trials,Asian Man
32702,introducing,1,Gender Trials,Asian Man
32702,listening to,0,Race Trials,Asian Man
32702,praising,1,Race Trials,Asian Man
32702,contacting,1,Gender Trials,Asian Man
32702,convincing,0,Race Trials,Asian Man
32702,promising,1,Gender Trials,Asian Man
32702,touching,1,Gender Trials,Asian Man
32702,following,0,Race Trials,Asian Man
32702,listening to,0,Race Trials,Asian Man
32702,employing,0,Race Trials,Asian Man
32702,following,0,Race Trials,Asian Man
32702,looking at,1,Gender Trials,Asian Man
32702,accompanying,1,Gender Trials,Asian Man
32702,walking towards,1,Gender Trials,Asian Man
32702,praising,0,Race Trials,Asian Man
32702,introducing,1,Race Trials,Asian Man
32702,convincing,0,Gender Trials,Asian Man
32702,facing,0,Race Trials,Asian Man
32702,accompanying,0,Gender Trials,Asian Man
32702,looking at,1,Gender Trials,Asian Man
32702,walking towards,0,Race Trials,Asian Man
32702,convincing,1,Gender Trials,Asian Man
32702,promising,0,Gender Trials,Asian Man
32702,touching,1,Gender Trials,Asian Man
32702,following,0,Race Trials,Asian Man
32702,approaching,1,Gender Trials,Asian Man
32702,listening to,1,Race Trials,Asian Man
32702,contacting,0,Race Trials,Asian Man
32702,mention,1,Race Trials,Asian Man
32702,promising,0,Gender Trials,Asian Man
32702,employing,0,Gender Trials,Asian Man
32702,employing,1,Gender Trials,Asian Man
32702,introducing,0,Race Trials,Asian Man
32702,following,0,Race Trials,Asian Man
32702,join,1,Gender Trials,Asian Man
32702,join,1,Gender Trials,Asian Man
32702,touching,0,Race Trials,Asian Man
32702,approaching,1,Race Trials,Asian Man
32702,convincing,1,Gender Trials,Asian Man
32702,approaching,0,Race Trials,Asian Man
32702,mention,0,Race Trials,Asian Man
32702,employing,0,Gender Trials,Asian Man
32702,approaching,0,Gender Trials,Asian Man
32702,accompanying,1,Race Trials,Asian Man
32702,walking towards,0,Race Trials,Asian Man
32702,looking at,0,Race Trials,Asian Man
32702,looking at,1,Gender Trials,Asian Man
32702,listening to,0,Race Trials,Asian Man
32894,touching,0,Race Trials,Asian Man
32894,walking towards,1,Gender Trials,Asian Man
32894,promising,0,Race Trials,Asian Man
32894,mention,1,Gender Trials,Asian Man
32894,approaching,0,Gender Trials,Asian Man
32894,praising,0,Gender Trials,Asian Man
32894,looking at,0,Gender Trials,Asian Man
32894,accompanying,1,Race Trials,Asian Man
32894,following,0,Gender Trials,Asian Man
32894,looking at,0,Gender Trials,Asian Man
32894,introducing,0,Gender Trials,Asian Man
32894,touching,0,Race Trials,Asian Man
32894,praising,1,Race Trials,Asian Man
32894,walking towards,0,Gender Trials,Asian Man
32894,listening to,1,Gender Trials,Asian Man
32894,approaching,0,Race Trials,Asian Man
32894,employing,0,Race Trials,Asian Man
32894,facing,0,Gender Trials,Asian Man
32894,convincing,0,Gender Trials,Asian Man
32894,introducing,1,Gender Trials,Asian Man
32894,accompanying,1,Gender Trials,Asian Man
32894,join,0,Race Trials,Asian Man
32894,convincing,1,Gender Trials,Asian Man
32894,listening to,0,Race Trials,Asian Man
32894,introducing,0,Gender Trials,Asian Man
32894,following,0,Race Trials,Asian Man
32894,accompanying,1,Gender Trials,Asian Man
32894,listening to,1,Race Trials,Asian Man
32894,praising,1,Gender Trials,Asian Man
32894,contacting,0,Race Trials,Asian Man
32894,mention,0,Gender Trials,Asian Man
32894,contacting,1,Race Trials,Asian Man
32894,following,1,Gender Trials,Asian Man
32894,convincing,0,Race Trials,Asian Man
32894,employing,1,Gender Trials,Asian Man
32894,touching,0,Gender Trials,Asian Man
32894,approaching,1,Race Trials,Asian Man
32894,looking at,1,Gender Trials,Asian Man
32894,facing,0,Race Trials,Asian Man
32894,praising,0,Race Trials,Asian Man
32894,listening to,1,Gender Trials,Asian Man
32894,walking towards,1,Race Trials,Asian Man
32894,approaching,1,Gender Trials,Asian Man
32894,join,1,Race Trials,Asian Man
32894,employing,1,Gender Trials,Asian Man
32894,mention,1,Gender Trials,Asian Man
32894,facing,0,Race Trials,Asian Man
32912,contacting,1,Race Trials,Asian Woman
32912,convincing,0,Gender Trials,Asian Woman
32912,promising,1,Race Trials,Asian Woman
32912,listening to,1,Race Trials,Asian Woman
32912,looking at,1,Gender Trials,Asian Woman
32912,touching,1,Race Trials,Asian Woman
32912,walking towards,0,Gender Trials,Asian Woman
32912,promising,1,Race Trials,Asian Woman
32912,promising,1,Race Trials,Asian Woman
32912,following,1,Race Trials,Asian Woman
32912,following,1,Race Trials,Asian Woman
32912,walking towards,0,Gender Trials,Asian Woman
32912,mention,0,Race Trials,Asian Woman
32912,walking towards,0,Race Trials,Asian Woman
32912,facing,1,Race Trials,Asian Woman
32912,convincing,1,Race Trials,Asian Woman
32912,listening to,0,Gender Trials,Asian Woman
32912,touching,1,Gender Trials,Asian Woman
32912,praising,1,Race Trials,Asian Woman
32912,looking at,1,Race Trials,Asian Woman
32912,accompanying,1,Gender Trials,Asian Woman
32912,promising,1,Gender Trials,Asian Woman
32912,walking towards,1,Gender Trials,Asian Woman
32912,introducing,1,Gender Trials,Asian Woman
32912,praising,0,Gender Trials,Asian Woman
32912,mention,0,Race Trials,Asian Woman
32912,following,1,Race Trials,Asian Woman
32912,join,1,Gender Trials,Asian Woman
32912,introducing,1,Gender Trials,Asian Woman
32912,approaching,1,Race Trials,Asian Woman
35039,accompanying,1,Race Trials,Asian Man
35039,accompanying,1,Race Trials,Asian Man
35039,join,1,Race Trials,Asian Man
35039,convincing,1,Gender Trials,Asian Man
35039,walking towards,0,Gender Trials,Asian Man
35039,contacting,0,Race Trials,Asian Man
35039,contacting,1,Gender Trials,Asian Man
35039,following,0,Gender Trials,Asian Man
35039,facing,1,Race Trials,Asian Man
35039,convincing,1,Gender Trials,Asian Man
35039,listening to,0,Gender Trials,Asian Man
35039,contacting,0,Gender Trials,Asian Man
35039,praising,0,Race Trials,Asian Man
35039,approaching,0,Race Trials,Asian Man
35039,mention,1,Race Trials,Asian Man
35039,praising,0,Race Trials,Asian Man
35039,walking towards,0,Race Trials,Asian Man
35039,employing,0,Race Trials,Asian Man
35039,introducing,1,Gender Trials,Asian Man
35039,promising,0,Gender Trials,Asian Man
35039,following,1,Gender Trials,Asian Man
35039,convincing,0,Race Trials,Asian Man
35039,join,1,Race Trials,Asian Man
35039,touching,0,Gender Trials,Asian Man
35039,approaching,0,Gender Trials,Asian Man
35039,accompanying,0,Gender Trials,Asian Man
35039,promising,0,Race Trials,Asian Man
35039,looking at,1,Race Trials,Asian Man
35039,walking towards,1,Gender Trials,Asian Man
35039,facing,0,Race Trials,Asian Man
35039,promising,1,Gender Trials,Asian Man
35039,approaching,1,Race Trials,Asian Man
35039,join,1,Gender Trials,Asian Man
35039,listening to,1,Gender Trials,Asian Man
35039,employing,1,Gender Trials,Asian Man
35039,touching,1,Gender Trials,Asian Man
35039,praising,0,Gender Trials,Asian Man
35039,praising,1,Gender Trials,Asian Man
35039,introducing,1,Gender Trials,Asian Man
35039,walking towards,0,Race Trials,Asian Man
35039,employing,0,Gender Trials,Asian Man
35039,listening to,1,Race Trials,Asian Man
35039,join,0,Gender Trials,Asian Man
35039,touching,1,Gender Trials,Asian Man
35039,looking at,1,Race Trials,Asian Man
35039,following,0,Race Trials,Asian Man
35039,looking at,0,Gender Trials,Asian Man
35039,mention,0,Race Trials,Asian Man
35039,contacting,0,Race Trials,Asian Man
37721,join,1,Race Trials,Asian Woman
37721,walking towards,0,Race Trials,Asian Woman
37721,praising,1,Gender Trials,Asian Woman
37721,introducing,0,Race Trials,Asian Woman
37721,join,1,Race Trials,Asian Woman
37721,touching,1,Race Trials,Asian Woman
37721,introducing,1,Gender Trials,Asian Woman
37721,praising,1,Race Trials,Asian Woman
37721,mention,0,Gender Trials,Asian Woman
37721,following,0,Race Trials,Asian Woman
37721,following,0,Gender Trials,Asian Woman
37721,touching,0,Race Trials,Asian Woman
37721,mention,1,Race Trials,Asian Woman
37721,approaching,1,Race Trials,Asian Woman
37721,listening to,0,Gender Trials,Asian Woman
37721,convincing,0,Race Trials,Asian Woman
37721,facing,1,Gender Trials,Asian Woman
37721,join,0,Gender Trials,Asian Woman
37721,employing,1,Gender Trials,Asian Woman
37721,accompanying,1,Gender Trials,Asian Woman
37721,mention,1,Race Trials,Asian Woman
37721,listening to,0,Gender Trials,Asian Woman
37721,accompanying,1,Gender Trials,Asian Woman
37721,looking at,1,Gender Trials,Asian Woman
37721,walking towards,1,Race Trials,Asian Woman
37721,looking at,0,Gender Trials,Asian Woman
37721,facing,0,Race Trials,Asian Woman
37721,following,1,Race Trials,Asian Woman
37721,approaching,0,Gender Trials,Asian Woman
37721,mention,1,Race Trials,Asian Woman
37721,contacting,0,Race Trials,Asian Woman
37721,employing,1,Race Trials,Asian Woman
37721,contacting,0,Gender Trials,Asian Woman
37721,following,0,Gender Trials,Asian Woman
37721,contacting,1,Gender Trials,Asian Woman
37721,promising,1,Race Trials,Asian Woman
37721,join,0,Gender Trials,Asian Woman
37721,accompanying,0,Race Trials,Asian Woman
37721,facing,0,Race Trials,Asian Woman
37721,walking towards,0,Race Trials,Asian Woman
37721,promising,0,Gender Trials,Asian Woman
37721,looking at,0,Gender Trials,Asian Woman
37721,promising,1,Gender Trials,Asian Woman
37721,touching,0,Race Trials,Asian Woman
37721,convincing,0,Race Trials,Asian Woman
37721,employing,1,Gender Trials,Asian Woman
37721,praising,0,Gender Trials,Asian Woman
37721,introducing,1,Gender Trials,Asian Woman
37721,walking towards,1,Gender Trials,Asian Woman
37721,convincing,1,Race Trials,Asian Woman
39831,listening to,1,Gender Trials,Asian Man
39831,facing,1,Gender Trials,Asian Man
39831,walking towards,1,Race Trials,Asian Man
39831,approaching,1,Race Trials,Asian Man
39831,introducing,1,Race Trials,Asian Man
39831,contacting,1,Race Trials,Asian Man
39831,employing,0,Gender Trials,Asian Man
39831,contacting,1,Gender Trials,Asian Man
39831,touching,1,Race Trials,Asian Man
39831,promising,1,Gender Trials,Asian Man
39831,listening to,0,Race Trials,Asian Man
39831,employing,1,Race Trials,Asian Man
39831,walking towards,1,Race Trials,Asian Man
39831,walking towards,0,Gender Trials,Asian Man
39831,looking at,0,Gender Trials,Asian Man
39831,looking at,1,Race Trials,Asian Man
39831,approaching,0,Race Trials,Asian Man
39831,contacting,1,Gender Trials,Asian Man
39831,employing,0,Gender Trials,Asian Man
39831,join,1,Race Trials,Asian Man
39831,join,1,Race Trials,Asian Man
39831,promising,1,Gender Trials,Asian Man
39831,touching,1,Gender Trials,Asian Man
39831,convincing,0,Gender Trials,Asian Man
39831,introducing,1,Gender Trials,Asian Man
39831,introducing,0,Race Trials,Asian Man
39831,praising,1,Race Trials,Asian Man
39831,promising,1,Gender Trials,Asian Man
39831,approaching,0,Gender Trials,Asian Man
39831,employing,1,Race Trials,Asian Man
39831,mention,1,Race Trials,Asian Man
39831,praising,1,Gender Trials,Asian Man
39831,following,1,Gender Trials,Asian Man
39831,mention,0,Gender Trials,Asian Man
39831,praising,1,Gender Trials,Asian Man
39831,touching,1,Gender Trials,Asian Man
39831,contacting,1,Gender Trials,Asian Man
39831,touching,0,Race Trials,Asian Man
39831,mention,1,Gender Trials,Asian Man
39831,convincing,0,Race Trials,Asian Man
39831,walking towards,0,Gender Trials,Asian Man
39831,listening to,1,Race Trials,Asian Man
39831,join,0,Gender Trials,Asian Man
39831,accompanying,1,Race Trials,Asian Man
39831,following,0,Gender Trials,Asian Man
39831,following,0,Race Trials,Asian Man
39831,following,1,Race Trials,Asian Man
39831,convincing,0,Gender Trials,Asian Man
39831,facing,0,Race Trials,Asian Man
39831,accompanying,0,Race Trials,Asian Man
39831,facing,1,Race Trials,Asian Man
39831,praising,0,Gender Trials,Asian Man
39831,mention,0,Race Trials,Asian Man
41323,praising,1,Race Trials,Asian Man
41323,approaching,0,Race Trials,Asian Man
41323,introducing,1,Race Trials,Asian Man
41323,join,0,Race Trials,Asian Man
41323,introducing,0,Race Trials,Asian Man
41323,walking towards,1,Race Trials,Asian Man
41323,praising,0,Gender Trials,Asian Man
41323,employing,0,Race Trials,Asian Man
41323,join,1,Gender Trials,Asian Man
41323,looking at,1,Gender Trials,Asian Man
41323,convincing,0,Race Trials,Asian Man
41323,following,1,Gender Trials,Asian Man
41323,praising,0,Gender Trials,Asian Man
41323,convincing,1,Race Trials,Asian Man
41323,listening to,1,Gender Trials,Asian Man
41323,touching,1,Gender Trials,Asian Man
41323,promising,1,Race Trials,Asian Man
41323,accompanying,1,Gender Trials,Asian Man
41323,following,1,Race Trials,Asian Man
41323,introducing,1,Gender Trials,Asian Man
41323,accompanying,0,Race Trials,Asian Man
41323,employing,0,Gender Trials,Asian Man
41323,mention,1,Race Trials,Asian Man
41323,listening to,1,Gender Trials,Asian Man
41323,approaching,1,Gender Trials,Asian Man
41323,walking towards,1,Gender Trials,Asian Man
41323,accompanying,0,Gender Trials,Asian Man
41323,facing,1,Gender Trials,Asian Man
41323,looking at,0,Race Trials,Asian Man
41323,walking towards,1,Race Trials,Asian Man
41323,facing,0,Race Trials,Asian Man
41323,mention,0,Gender Trials,Asian Man
41323,accompanying,1,Gender Trials,Asian Man
41323,listening to,1,Gender Trials,Asian Man
41323,looking at,0,Race Trials,Asian Man
41323,touching,1,Race Trials,Asian Man
41323,convincing,0,Gender Trials,Asian Man
41323,join,1,Gender Trials,Asian Man
41323,facing,0,Gender Trials,Asian Man
41596,mention,1,Race Trials,Asian Man
41596,facing,0,Race Trials,Asian Man
41596,facing,0,Race Trials,Asian Man
41596,walking towards,1,Gender Trials,Asian Man
41596,touching,1,Gender Trials,Asian Man
41596,looking at,1,Gender Trials,Asian Man
41596,listening to,1,Race Trials,Asian Man
41596,introducing,0,Race Trials,Asian Man
41596,join,0,Gender Trials,Asian Man
41596,approaching,0,Gender Trials,Asian Man
41596,introducing,0,Race Trials,Asian Man
41596,following,1,Gender Trials,Asian Man
41596,introducing,0,Race Trials,Asian Man
41596,accompanying,0,Race Trials,Asian Man
41596,praising,0,Race Trials,Asian Man
41596,join,1,Race Trials,Asian Man
41596,looking at,1,Race Trials,Asian Man
41596,facing,1,Race Trials,Asian Man
41596,approaching,1,Race Trials,Asian Man
41596,praising,0,Gender Trials,Asian Man
41596,approaching,0,Race Trials,Asian Man
41596,praising,0,Race Trials,Asian Man
41596,accompanying,0,Gender Trials,Asian Man
41596,employing,1,Gender Trials,Asian Man
41596,contacting,1,Gender Trials,Asian Man
41596,promising,0,Gender Trials,Asian Man
41596,contacting,1,Gender Trials,Asian Man
41596,touching,1,Race Trials,Asian Man
41596,approaching,0,Gender Trials,Asian Man
41596,contacting,1,Gender Trials,Asian Man
41596,touching,1,Race Trials,Asian Man
41596,following,1,Gender Trials,Asian Man
41596,looking at,0,Gender Trials,Asian Man
