subject,event,OverallLikeMe,TrialType,ppt_demog
24789,join,0,Gender Trials,Asian Woman
24789,mention,1,Gender Trials,Asian Woman
24789,listening to,0,Gender Trials,Asian Woman
24789,convincing,0,Race Trials,Asian Woman
24789,introducing,1,Gender Trials,Asian Woman
24789,accompanying,0,Gender Trials,Asian Woman
24789,introducing,1,Race Trials,Asian Woman
24789,touching,1,Race Trials,Asian Woman
24789,following,1,Race Trials,Asian Woman
24789,walking towards,1,Race Trials,Asian Woman
24789,praising,1,Race Trials,Asian Woman
24789,convincing,1,Gender Trials,Asian Woman
24789,following,0,Gender Trials,Asian Woman
24894,join,0,Gender Trials,Asian Woman
24894,walking towards,1,Race Trials,Asian Woman
24894,touching,0,Gender Trials,Asian Woman
24894,walking towards,1,Race Trials,Asian Woman
24894,praising,0,Gender Trials,Asian Woman
24894,join,1,Gender Trials,Asian Woman
24894,looking at,1,Race Trials,Asian Woman
24894,promising,0,Race Trials,Asian Woman
24894,join,0,Race Trials,Asian Woman
24894,contacting,1,Race Trials,Asian Woman
24894,convincing,0,Race Trials,Asian Woman
24894,promising,1,Gender Trials,Asian Woman
24894,touching,1,Race Trials,Asian Woman
24894,accompanying,1,Race Trials,Asian Woman
24894,employing,0,Race Trials,Asian Woman
24894,contacting,0,Race Trials,Asian Woman
24894,following,1,Gender Trials,Asian Woman
24894,following,1,Gender Trials,Asian Woman
24894,approaching,0,Race Trials,Asian Woman
24894,mention,1,Gender Trials,Asian Woman
24894,employing,1,Gender Trials,Asian Woman
24894,accompanying,1,Gender Trials,Asian Woman
24894,listening to,0,Gender Trials,Asian Woman
24894,praising,0,Gender Trials,Asian Woman
24894,employing,1,Gender Trials,Asian Woman
24894,facing,1,Gender Trials,Asian Woman
24894,mention,1,Race Trials,Asian Woman
24894,facing,0,Gender Trials,Asian Woman
24894,accompanying,0,Race Trials,Asian Woman
24894,following,0,Gender Trials,Asian Woman
24894,introducing,0,Race Trials,Asian Woman
24894,accompanying,0,Race Trials,Asian Woman
24894,listening to,0,Race Trials,Asian Woman
24894,following,1,Race Trials,Asian Woman
24894,mention,1,Race Trials,Asian Woman
24894,convincing,0,Gender Trials,Asian Woman
24894,approaching,1,Race Trials,Asian Woman
24894,introducing,0,Gender Trials,Asian Woman
24894,touching,0,Race Trials,Asian Woman
24894,promising,1,Race Trials,Asian Woman
24894,facing,0,Race Trials,Asian Woman
24894,mention,0,Race Trials,Asian Woman
24894,facing,0,Gender Trials,Asian Woman
24894,convincing,1,Gender Trials,Asian Woman
24894,contacting,1,Gender Trials,Asian Woman
24894,listening to,1,Race Trials,Asian Woman
24894,employing,1,Race Trials,Asian Woman
24894,looking at,1,Gender Trials,Asian Woman
25238,accompanying,0,Gender Trials,Asian Man
25238,praising,1,Race Trials,Asian Man
25238,introducing,1,Gender Trials,Asian Man
25238,mention,1,Race Trials,Asian Man
25238,praising,1,Gender Trials,Asian Man
25238,employing,1,Gender Trials,Asian Man
25238,promising,1,Race Trials,Asian Man
25238,walking towards,1,Gender Trials,Asian Man
25238,join,1,Race Trials,Asian Man
25238,praising,0,Race Trials,Asian Man
25238,following,1,Gender Trials,Asian Man
25238,mention,1,Gender Trials,Asian Man
25238,introducing,1,Race Trials,Asian Man
25238,employing,0,Gender Trials,Asian Man
25238,looking at,0,Gender Trials,Asian Man
25238,following,1,Gender Trials,Asian Man
25238,touching,1,Race Trials,Asian Man
25238,promising,0,Gender Trials,Asian Man
25238,facing,1,Race Trials,Asian Man
25238,convincing,0,Gender Trials,Asian Man
25238,join,1,Race Trials,Asian Man
25238,employing,1,Race Trials,Asian Man
25238,looking at,1,Race Trials,Asian Man
25238,facing,1,Race Trials,Asian Man
25238,walking towards,1,Race Trials,Asian Man
25238,join,1,Race Trials,Asian Man
25238,convincing,0,Race Trials,Asian Man
25238,touching,0,Gender Trials,Asian Man
25238,looking at,1,Race Trials,Asian Man
25238,listening to,1,Gender Trials,Asian Man
25238,contacting,0,Gender Trials,Asian Man
25238,touching,1,Race Trials,Asian Man
25238,approaching,1,Race Trials,Asian Man
25238,praising,1,Gender Trials,Asian Man
25238,listening to,1,Gender Trials,Asian Man
25238,walking towards,0,Race Trials,Asian Man
25238,approaching,1,Gender Trials,Asian Man
25238,mention,0,Gender Trials,Asian Man
25238,facing,0,Race Trials,Asian Man
25238,following,0,Race Trials,Asian Man
25238,looking at,1,Race Trials,Asian Man
25238,join,1,Gender Trials,Asian Man
25238,mention,1,Gender Trials,Asian Man
25238,listening to,1,Race Trials,Asian Man
25238,introducing,1,Gender Trials,Asian Man
25238,contacting,1,Race Trials,Asian Man
25238,contacting,0,Gender Trials,Asian Man
25238,approaching,0,Race Trials,Asian Man
25338,listening to,1,Race Trials,Asian Woman
25338,convincing,0,Race Trials,Asian Woman
25338,join,0,Gender Trials,Asian Woman
25338,looking at,0,Gender Trials,Asian Woman
25338,employing,0,Race Trials,Asian Woman
25338,listening to,0,Gender Trials,Asian Woman
25338,accompanying,0,Gender Trials,Asian Woman
25338,employing,1,Race Trials,Asian Woman
25338,listening to,1,Gender Trials,Asian Woman
25338,facing,0,Gender Trials,Asian Woman
25338,introducing,0,Gender Trials,Asian Woman
25338,mention,1,Race Trials,Asian Woman
25338,join,0,Gender Trials,Asian Woman
25338,listening to,0,Gender Trials,Asian Woman
25338,praising,1,Race Trials,Asian Woman
25338,contacting,1,Gender Trials,Asian Woman
25338,approaching,0,Gender Trials,Asian Woman
25338,approaching,1,Race Trials,Asian Woman
25338,convincing,1,Race Trials,Asian Woman
25338,approaching,0,Race Trials,Asian Woman
25338,looking at,1,Gender Trials,Asian Woman
25338,praising,0,Race Trials,Asian Woman
25338,introducing,0,Race Trials,Asian Woman
25338,looking at,1,Race Trials,Asian Woman
25338,join,1,Gender Trials,Asian Woman
25338,following,1,Gender Trials,Asian Woman
25338,walking towards,0,Gender Trials,Asian Woman
25338,employing,0,Gender Trials,Asian Woman
25338,contacting,0,Gender Trials,Asian Woman
25338,touching,1,Race Trials,Asian Woman
25338,touching,1,Gender Trials,Asian Woman
25338,introducing,0,Gender Trials,Asian Woman
25338,promising,1,Gender Trials,Asian Woman
25338,walking towards,0,Gender Trials,Asian Woman
25338,mention,0,Gender Trials,Asian Woman
25338,mention,1,Race Trials,Asian Woman
25338,accompanying,1,Race Trials,Asian Woman
25338,touching,0,Gender Trials,Asian Woman
25338,join,0,Race Trials,Asian Woman
25338,facing,0,Race Trials,Asian Woman
25338,walking towards,0,Race Trials,Asian Woman
25338,approaching,1,Gender Trials,Asian Woman
25338,introducing,0,Gender Trials,Asian Woman
25338,accompanying,1,Race Trials,Asian Woman
25338,employing,1,Gender Trials,Asian Woman
25338,convincing,1,Gender Trials,Asian Woman
25338,facing,1,Gender Trials,Asian Woman
25338,praising,1,Race Trials,Asian Woman
25338,contacting,1,Race Trials,Asian Woman
25338,promising,1,Race Trials,Asian Woman
27922,following,0,Race Trials,Asian Man
27922,looking at,1,Race Trials,Asian Man
27922,employing,1,Gender Trials,Asian Man
27922,introducing,1,Race Trials,Asian Man
27922,praising,1,Gender Trials,Asian Man
27922,employing,0,Race Trials,Asian Man
27922,approaching,1,Gender Trials,Asian Man
27922,facing,0,Gender Trials,Asian Man
27922,contacting,1,Gender Trials,Asian Man
27922,contacting,1,Gender Trials,Asian Man
27922,contacting,1,Race Trials,Asian Man
27922,mention,0,Race Trials,Asian Man
27922,join,1,Race Trials,Asian Man
27922,listening to,0,Gender Trials,Asian Man
27922,looking at,0,Race Trials,Asian Man
27922,convincing,1,Gender Trials,Asian Man
27922,looking at,0,Gender Trials,Asian Man
27922,accompanying,1,Gender Trials,Asian Man
27922,approaching,1,Gender Trials,Asian Man
27922,approaching,0,Race Trials,Asian Man
27922,join,0,Gender Trials,Asian Man
27922,facing,0,Race Trials,Asian Man
27922,promising,0,Race Trials,Asian Man
27922,listening to,0,Gender Trials,Asian Man
27922,touching,1,Gender Trials,Asian Man
27922,listening to,1,Gender Trials,Asian Man
27922,join,0,Gender Trials,Asian Man
27922,accompanying,1,Gender Trials,Asian Man
27922,walking towards,0,Race Trials,Asian Man
27922,touching,0,Gender Trials,Asian Man
27922,introducing,1,Race Trials,Asian Man
27922,mention,0,Race Trials,Asian Man
27922,join,1,Race Trials,Asian Man
27922,praising,0,Gender Trials,Asian Man
27922,promising,1,Race Trials,Asian Man
27922,following,1,Race Trials,Asian Man
27922,walking towards,1,Race Trials,Asian Man
27922,following,0,Race Trials,Asian Man
27922,walking towards,0,Gender Trials,Asian Man
27922,looking at,0,Gender Trials,Asian Man
27922,convincing,1,Gender Trials,Asian Man
27922,accompanying,1,Gender Trials,Asian Man
27922,introducing,1,Gender Trials,Asian Man
27922,mention,1,Gender Trials,Asian Man
27922,convincing,0,Gender Trials,Asian Man
28850,facing,1,Gender Trials,Asian Woman
28850,accompanying,0,Gender Trials,Asian Woman
28850,listening to,1,Race Trials,Asian Woman
28850,contacting,1,Race Trials,Asian Woman
28850,walking towards,0,Race Trials,Asian Woman
28850,contacting,0,Race Trials,Asian Woman
28850,approaching,1,Race Trials,Asian Woman
28850,accompanying,1,Race Trials,Asian Woman
28850,promising,1,Race Trials,Asian Woman
28850,facing,1,Race Trials,Asian Woman
28850,following,0,Race Trials,Asian Woman
28850,walking towards,0,Gender Trials,Asian Woman
28850,walking towards,1,Gender Trials,Asian Woman
28850,contacting,0,Race Trials,Asian Woman
28850,employing,1,Gender Trials,Asian Woman
28850,convincing,1,Race Trials,Asian Woman
28850,convincing,0,Race Trials,Asian Woman
28850,touching,0,Gender Trials,Asian Woman
28850,facing,0,Race Trials,Asian Woman
28850,listening to,1,Gender Trials,Asian Woman
28850,looking at,1,Gender Trials,Asian Woman
28850,following,0,Race Trials,Asian Woman
28850,following,0,Race Trials,Asian Woman
28850,accompanying,1,Gender Trials,Asian Woman
28850,introducing,0,Race Trials,Asian Woman
28850,looking at,1,Gender Trials,Asian Woman
28850,listening to,0,Gender Trials,Asian Woman
28850,touching,1,Gender Trials,Asian Woman
28850,approaching,0,Gender Trials,Asian Woman
28850,touching,0,Race Trials,Asian Woman
28850,contacting,1,Race Trials,Asian Woman
28850,convincing,0,Race Trials,Asian Woman
28850,convincing,1,Race Trials,Asian Woman
28850,approaching,1,Gender Trials,Asian Woman
28850,mention,0,Gender Trials,Asian Woman
28850,promising,0,Race Trials,Asian Woman
28850,facing,1,Gender Trials,Asian Woman
28850,join,1,Race Trials,Asian Woman
28850,following,0,Race Trials,Asian Woman
28850,praising,1,Gender Trials,Asian Woman
28850,introducing,0,Gender Trials,Asian Woman
28850,listening to,1,Gender Trials,Asian Woman
28850,touching,1,Gender Trials,Asian Woman
28850,introducing,0,Race Trials,Asian Woman
28850,promising,1,Race Trials,Asian Woman
28850,join,1,Gender Trials,Asian Woman
28850,looking at,0,Race Trials,Asian Woman
28850,employing,0,Gender Trials,Asian Woman
29270,introducing,0,Gender Trials,Asian Woman
29270,listening to,0,Race Trials,Asian Woman
29270,facing,0,Race Trials,Asian Woman
29270,facing,1,Race Trials,Asian Woman
29270,looking at,0,Gender Trials,Asian Woman
29270,touching,1,Race Trials,Asian Woman
29270,introducing,1,Gender Trials,Asian Woman
29270,contacting,0,Race Trials,Asian Woman
29270,looking at,1,Gender Trials,Asian Woman
29270,mention,0,Gender Trials,Asian Woman
29270,convincing,1,Gender Trials,Asian Woman
29270,walking towards,1,Race Trials,Asian Woman
29270,touching,1,Gender Trials,Asian Woman
29270,contacting,0,Gender Trials,Asian Woman
29270,convincing,0,Race Trials,Asian Woman
29270,promising,0,Race Trials,Asian Woman
29270,approaching,1,Gender Trials,Asian Woman
29270,promising,0,Gender Trials,Asian Woman
29270,employing,1,Race Trials,Asian Woman
29270,looking at,1,Gender Trials,Asian Woman
29270,walking towards,1,Gender Trials,Asian Woman
29270,following,0,Race Trials,Asian Woman
29270,listening to,1,Gender Trials,Asian Woman
29270,introducing,1,Race Trials,Asian Woman
29270,accompanying,1,Race Trials,Asian Woman
29270,employing,0,Race Trials,Asian Woman
29270,employing,0,Gender Trials,Asian Woman
29270,praising,0,Race Trials,Asian Woman
29270,praising,0,Race Trials,Asian Woman
29270,touching,1,Gender Trials,Asian Woman
29270,praising,0,Gender Trials,Asian Woman
29270,accompanying,0,Race Trials,Asian Woman
29270,facing,1,Race Trials,Asian Woman
29270,mention,1,Gender Trials,Asian Woman
29270,following,1,Gender Trials,Asian Woman
29270,praising,0,Race Trials,Asian Woman
29270,promising,0,Race Trials,Asian Woman
29270,listening to,0,Gender Trials,Asian Woman
29270,mention,1,Gender Trials,Asian Woman
29270,contacting,1,Gender Trials,Asian Woman
29270,touching,1,Race Trials,Asian Woman
29270,accompanying,1,Gender Trials,Asian Woman
29270,walking towards,1,Gender Trials,Asian Woman
29270,mention,1,Gender Trials,Asian Woman
29270,promising,1,Gender Trials,Asian Woman
29270,following,0,Race Trials,Asian Woman
29270,join,1,Race Trials,Asian Woman
29270,walking towards,0,Race Trials,Asian Woman
29270,convincing,0,Gender Trials,Asian Woman
29270,contacting,0,Race Trials,Asian Woman
29270,facing,1,Race Trials,Asian Woman
29418,employing,0,Race Trials,Asian Man
29418,praising,1,Gender Trials,Asian Man
29418,walking towards,0,Race Trials,Asian Man
29418,following,1,Gender Trials,Asian Man
29418,looking at,0,Race Trials,Asian Man
29418,approaching,1,Gender Trials,Asian Man
29418,listening to,1,Gender Trials,Asian Man
29418,accompanying,1,Race Trials,Asian Man
29418,mention,1,Race Trials,Asian Man
29418,employing,1,Gender Trials,Asian Man
29418,join,1,Race Trials,Asian Man
29418,accompanying,0,Gender Trials,Asian Man
29418,approaching,1,Gender Trials,Asian Man
29418,convincing,0,Race Trials,Asian Man
29418,facing,0,Race Trials,Asian Man
29418,introducing,0,Race Trials,Asian Man
29418,convincing,0,Gender Trials,Asian Man
29418,promising,1,Gender Trials,Asian Man
29418,accompanying,0,Gender Trials,Asian Man
29418,contacting,1,Gender Trials,Asian Man
29418,following,1,Race Trials,Asian Man
29418,praising,0,Race Trials,Asian Man
29418,join,0,Race Trials,Asian Man
29418,facing,0,Race Trials,Asian Man
29418,following,0,Race Trials,Asian Man
29418,mention,1,Gender Trials,Asian Man
29418,mention,1,Gender Trials,Asian Man
29418,introducing,1,Race Trials,Asian Man
29418,join,0,Gender Trials,Asian Man
29418,following,0,Race Trials,Asian Man
29418,convincing,0,Race Trials,Asian Man
29418,touching,1,Gender Trials,Asian Man
29418,accompanying,1,Gender Trials,Asian Man
29418,promising,1,Race Trials,Asian Man
29418,introducing,1,Race Trials,Asian Man
29418,contacting,1,Race Trials,Asian Man
29418,walking towards,0,Race Trials,Asian Man
29418,listening to,0,Race Trials,Asian Man
29418,approaching,0,Race Trials,Asian Man
29418,employing,1,Gender Trials,Asian Man
29418,praising,1,Race Trials,Asian Man
29418,facing,1,Race Trials,Asian Man
29418,looking at,0,Race Trials,Asian Man
29418,facing,1,Gender Trials,Asian Man
29418,listening to,1,Race Trials,Asian Man
29418,approaching,1,Gender Trials,Asian Man
29418,promising,1,Gender Trials,Asian Man
29418,touching,0,Gender Trials,Asian Man
29418,mention,0,Gender Trials,Asian Man
29418,promising,1,Race Trials,Asian Man
29418,contacting,0,Gender Trials,Asian Man
29418,looking at,1,Gender Trials,Asian Man
29459,convincing,0,Race Trials,Asian Woman
29459,touching,0,Gender Trials,Asian Woman
29459,walking towards,1,Gender Trials,Asian Woman
29459,approaching,1,Gender Trials,Asian Woman
29459,introducing,1,Gender Trials,Asian Woman
29459,introducing,1,Gender Trials,Asian Woman
29459,walking towards,0,Race Trials,Asian Woman
29459,accompanying,1,Race Trials,Asian Woman
29459,walking towards,1,Gender Trials,Asian Woman
29459,accompanying,0,Race Trials,Asian Woman
29459,looking at,1,Gender Trials,Asian Woman
29459,employing,0,Race Trials,Asian Woman
29459,looking at,0,Race Trials,Asian Woman
29459,contacting,1,Gender Trials,Asian Woman
29459,facing,0,Gender Trials,Asian Woman
29459,employing,1,Race Trials,Asian Woman
29459,listening to,1,Race Trials,Asian Woman
29459,listening to,0,Race Trials,Asian Woman
29459,facing,1,Race Trials,Asian Woman
29459,join,1,Gender Trials,Asian Woman
29459,praising,0,Race Trials,Asian Woman
29459,approaching,0,Race Trials,Asian Woman
29459,promising,1,Race Trials,Asian Woman
29459,mention,1,Gender Trials,Asian Woman
29459,mention,0,Gender Trials,Asian Woman
29459,approaching,0,Race Trials,Asian Woman
29459,introducing,0,Race Trials,Asian Woman
29459,join,0,Race Trials,Asian Woman
29459,employing,1,Gender Trials,Asian Woman
29459,contacting,0,Race Trials,Asian Woman
29459,touching,1,Gender Trials,Asian Woman
29459,facing,1,Race Trials,Asian Woman
29801,contacting,1,Gender Trials,Asian Woman
29801,listening to,0,Gender Trials,Asian Woman
29801,facing,1,Race Trials,Asian Woman
29801,listening to,0,Race Trials,Asian Woman
29801,contacting,0,Gender Trials,Asian Woman
29801,introducing,1,Race Trials,Asian Woman
29801,following,0,Race Trials,Asian Woman
29801,mention,0,Gender Trials,Asian Woman
29801,walking towards,1,Gender Trials,Asian Woman
29801,introducing,0,Race Trials,Asian Woman
29801,following,0,Gender Trials,Asian Woman
29801,mention,1,Gender Trials,Asian Woman
29801,listening to,0,Gender Trials,Asian Woman
29801,accompanying,1,Gender Trials,Asian Woman
29801,praising,1,Gender Trials,Asian Woman
29801,employing,0,Gender Trials,Asian Woman
29801,introducing,0,Race Trials,Asian Woman
29801,promising,1,Gender Trials,Asian Woman
29801,walking towards,0,Gender Trials,Asian Woman
29801,looking at,1,Race Trials,Asian Woman
29801,listening to,1,Gender Trials,Asian Woman
29801,walking towards,1,Gender Trials,Asian Woman
29801,convincing,0,Race Trials,Asian Woman
29801,join,1,Gender Trials,Asian Woman
29801,touching,1,Race Trials,Asian Woman
29801,approaching,1,Race Trials,Asian Woman
29801,following,1,Gender Trials,Asian Woman
29801,mention,0,Race Trials,Asian Woman
29801,touching,1,Gender Trials,Asian Woman
29801,convincing,1,Gender Trials,Asian Woman
29801,looking at,1,Race Trials,Asian Woman
29801,approaching,1,Gender Trials,Asian Woman
29801,employing,0,Gender Trials,Asian Woman
29801,employing,1,Gender Trials,Asian Woman
29801,contacting,1,Race Trials,Asian Woman
29801,looking at,1,Race Trials,Asian Woman
29801,employing,0,Gender Trials,Asian Woman
29801,introducing,0,Race Trials,Asian Woman
29801,join,0,Race Trials,Asian Woman
29801,praising,1,Race Trials,Asian Woman
29801,facing,1,Gender Trials,Asian Woman
29801,promising,1,Gender Trials,Asian Woman
29801,facing,1,Gender Trials,Asian Woman
29801,convincing,1,Race Trials,Asian Woman
29801,convincing,1,Gender Trials,Asian Woman
29801,join,1,Gender Trials,Asian Woman
29802,facing,0,Gender Trials,Asian Woman
29802,introducing,1,Gender Trials,Asian Woman
29802,praising,1,Race Trials,Asian Woman
29802,approaching,1,Race Trials,Asian Woman
29802,join,0,Gender Trials,Asian Woman
29802,introducing,1,Race Trials,Asian Woman
29802,accompanying,1,Race Trials,Asian Woman
29802,mention,0,Race Trials,Asian Woman
29802,touching,0,Gender Trials,Asian Woman
29802,following,0,Race Trials,Asian Woman
29802,walking towards,0,Gender Trials,Asian Woman
29802,looking at,1,Gender Trials,Asian Woman
29802,walking towards,1,Gender Trials,Asian Woman
29802,listening to,1,Race Trials,Asian Woman
29802,employing,0,Gender Trials,Asian Woman
29802,following,0,Gender Trials,Asian Woman
29802,listening to,0,Gender Trials,Asian Woman
29802,following,0,Race Trials,Asian Woman
29802,promising,1,Gender Trials,Asian Woman
29802,join,1,Race Trials,Asian Woman
29802,contacting,1,Race Trials,Asian Woman
29802,looking at,1,Gender Trials,Asian Woman
29802,touching,1,Race Trials,Asian Woman
29802,looking at,0,Gender Trials,Asian Woman
29802,contacting,0,Race Trials,Asian Woman
29802,contacting,1,Gender Trials,Asian Woman
29802,approaching,0,Gender Trials,Asian Woman
29802,walking towards,1,Gender Trials,Asian Woman
29802,facing,1,Race Trials,Asian Woman
29802,praising,0,Gender Trials,Asian Woman
29802,approaching,1,Race Trials,Asian Woman
29802,convincing,0,Gender Trials,Asian Woman
29802,mention,0,Gender Trials,Asian Woman
29802,listening to,1,Gender Trials,Asian Woman
29802,promising,0,Gender Trials,Asian Woman
29802,looking at,1,Race Trials,Asian Woman
29802,mention,1,Race Trials,Asian Woman
29802,accompanying,1,Race Trials,Asian Woman
29802,following,1,Race Trials,Asian Woman
29802,contacting,1,Race Trials,Asian Woman
29802,convincing,0,Race Trials,Asian Woman
31460,walking towards,1,Gender Trials,Asian Woman
31460,promising,1,Gender Trials,Asian Woman
31460,join,0,Gender Trials,Asian Woman
31460,looking at,1,Race Trials,Asian Woman
31460,convincing,1,Gender Trials,Asian Woman
31460,touching,1,Race Trials,Asian Woman
31460,touching,0,Race Trials,Asian Woman
31460,walking towards,0,Gender Trials,Asian Woman
31460,contacting,1,Race Trials,Asian Woman
31460,listening to,0,Race Trials,Asian Woman
31460,praising,0,Race Trials,Asian Woman
31460,convincing,0,Gender Trials,Asian Woman
31460,approaching,0,Race Trials,Asian Woman
31460,looking at,0,Race Trials,Asian Woman
31460,praising,0,Race Trials,Asian Woman
31460,looking at,0,Gender Trials,Asian Woman
31460,contacting,1,Gender Trials,Asian Woman
31460,introducing,0,Race Trials,Asian Woman
31460,approaching,0,Gender Trials,Asian Woman
31460,introducing,0,Gender Trials,Asian Woman
31460,approaching,1,Race Trials,Asian Woman
31460,join,0,Gender Trials,Asian Woman
31460,listening to,0,Gender Trials,Asian Woman
31460,touching,0,Gender Trials,Asian Woman
31460,convincing,0,Gender Trials,Asian Woman
31460,looking at,1,Race Trials,Asian Woman
31460,contacting,0,Gender Trials,Asian Woman
31460,mention,1,Race Trials,Asian Woman
31460,join,0,Race Trials,Asian Woman
31460,introducing,1,Race Trials,Asian Woman
31460,convincing,1,Race Trials,Asian Woman
31460,accompanying,1,Race Trials,Asian Woman
31460,following,1,Gender Trials,Asian Woman
31460,employing,1,Gender Trials,Asian Woman
31460,employing,1,Race Trials,Asian Woman
31460,mention,1,Race Trials,Asian Woman
31460,promising,1,Race Trials,Asian Woman
31460,approaching,0,Race Trials,Asian Woman
31460,walking towards,1,Gender Trials,Asian Woman
31460,mention,1,Race Trials,Asian Woman
31460,touching,1,Race Trials,Asian Woman
31460,accompanying,0,Gender Trials,Asian Woman
31460,following,1,Race Trials,Asian Woman
31460,accompanying,1,Gender Trials,Asian Woman
31460,facing,0,Gender Trials,Asian Woman
31460,listening to,0,Gender Trials,Asian Woman
31460,listening to,0,Race Trials,Asian Woman
31460,facing,0,Race Trials,Asian Woman
31460,walking towards,0,Gender Trials,Asian Woman
31460,promising,0,Gender Trials,Asian Woman
31857,facing,1,Race Trials,Asian Woman
31857,looking at,0,Race Trials,Asian Woman
31857,mention,1,Race Trials,Asian Woman
31857,accompanying,0,Race Trials,Asian Woman
31857,convincing,1,Gender Trials,Asian Woman
31857,listening to,0,Gender Trials,Asian Woman
31857,contacting,1,Race Trials,Asian Woman
31857,introducing,0,Gender Trials,Asian Woman
31857,promising,1,Race Trials,Asian Woman
31857,looking at,1,Race Trials,Asian Woman
31857,mention,1,Gender Trials,Asian Woman
31857,contacting,0,Race Trials,Asian Woman
31857,approaching,0,Gender Trials,Asian Woman
31857,approaching,1,Race Trials,Asian Woman
31857,contacting,1,Race Trials,Asian Woman
31857,promising,0,Gender Trials,Asian Woman
31857,listening to,1,Gender Trials,Asian Woman
31857,approaching,0,Race Trials,Asian Woman
31857,contacting,1,Race Trials,Asian Woman
31857,facing,0,Gender Trials,Asian Woman
31857,following,0,Race Trials,Asian Woman
31857,approaching,0,Race Trials,Asian Woman
31857,convincing,1,Gender Trials,Asian Woman
31857,looking at,0,Race Trials,Asian Woman
31857,mention,1,Gender Trials,Asian Woman
31857,introducing,1,Gender Trials,Asian Woman
31857,looking at,0,Race Trials,Asian Woman
31857,convincing,1,Gender Trials,Asian Woman
31857,join,0,Gender Trials,Asian Woman
31857,join,1,Gender Trials,Asian Woman
31857,join,0,Race Trials,Asian Woman
31857,praising,0,Gender Trials,Asian Woman
31857,touching,0,Race Trials,Asian Woman
31857,promising,0,Race Trials,Asian Woman
31857,walking towards,1,Gender Trials,Asian Woman
31857,introducing,1,Gender Trials,Asian Woman
31857,join,1,Gender Trials,Asian Woman
31857,mention,1,Race Trials,Asian Woman
31857,listening to,1,Race Trials,Asian Woman
31857,walking towards,0,Gender Trials,Asian Woman
31857,listening to,0,Gender Trials,Asian Woman
31857,employing,0,Gender Trials,Asian Woman
31857,employing,1,Race Trials,Asian Woman
31857,following,0,Gender Trials,Asian Woman
31857,touching,1,Race Trials,Asian Woman
31857,praising,1,Race Trials,Asian Woman
31857,touching,1,Gender Trials,Asian Woman
31857,employing,1,Race Trials,Asian Woman
31857,employing,0,Race Trials,Asian Woman
31857,praising,0,Gender Trials,Asian Woman
31860,listening to,0,Race Trials,Asian Man
31860,facing,1,Gender Trials,Asian Man
31860,listening to,0,Race Trials,Asian Man
31860,mention,0,Race Trials,Asian Man
31860,approaching,0,Race Trials,Asian Man
31860,following,1,Race Trials,Asian Man
31860,introducing,1,Race Trials,Asian Man
31860,approaching,0,Gender Trials,Asian Man
31860,praising,1,Gender Trials,Asian Man
31860,praising,1,Gender Trials,Asian Man
31860,employing,1,Gender Trials,Asian Man
31860,approaching,1,Gender Trials,Asian Man
31860,approaching,1,Race Trials,Asian Man
31860,accompanying,1,Gender Trials,Asian Man
31860,following,0,Race Trials,Asian Man
31860,contacting,1,Gender Trials,Asian Man
31860,touching,1,Race Trials,Asian Man
31860,join,0,Race Trials,Asian Man
31860,praising,0,Gender Trials,Asian Man
31860,join,1,Gender Trials,Asian Man
31860,praising,0,Gender Trials,Asian Man
31860,looking at,1,Gender Trials,Asian Man
31860,introducing,0,Race Trials,Asian Man
31860,looking at,1,Gender Trials,Asian Man
31860,mention,1,Gender Trials,Asian Man
31860,listening to,1,Race Trials,Asian Man
31860,convincing,1,Race Trials,Asian Man
31860,join,0,Race Trials,Asian Man
31860,employing,0,Gender Trials,Asian Man
31860,walking towards,1,Race Trials,Asian Man
31860,employing,0,Race Trials,Asian Man
31860,introducing,1,Gender Trials,Asian Man
31860,listening to,0,Race Trials,Asian Man
31860,accompanying,0,Gender Trials,Asian Man
31860,following,0,Race Trials,Asian Man
31860,join,1,Gender Trials,Asian Man
31860,mention,0,Gender Trials,Asian Man
31860,accompanying,1,Race Trials,Asian Man
31860,facing,1,Race Trials,Asian Man
31860,convincing,0,Gender Trials,Asian Man
31860,promising,0,Race Trials,Asian Man
31860,looking at,0,Race Trials,Asian Man
31860,contacting,1,Gender Trials,Asian Man
31860,touching,0,Race Trials,Asian Man
31860,introducing,1,Gender Trials,Asian Man
32447,join,0,Gender Trials,Asian Man
32447,approaching,1,Race Trials,Asian Man
32447,following,1,Race Trials,Asian Man
32447,convincing,1,Gender Trials,Asian Man
32447,listening to,0,Race Trials,Asian Man
32447,facing,1,Gender Trials,Asian Man
32447,listening to,0,Gender Trials,Asian Man
32447,promising,1,Race Trials,Asian Man
32447,join,1,Race Trials,Asian Man
32447,mention,0,Gender Trials,Asian Man
32447,contacting,1,Gender Trials,Asian Man
32447,contacting,0,Race Trials,Asian Man
32447,facing,0,Gender Trials,Asian Man
32447,accompanying,0,Race Trials,Asian Man
32447,listening to,1,Race Trials,Asian Man
32447,praising,1,Race Trials,Asian Man
32447,following,1,Gender Trials,Asian Man
32447,facing,0,Gender Trials,Asian Man
32447,contacting,0,Race Trials,Asian Man
32447,introducing,1,Gender Trials,Asian Man
32447,promising,0,Race Trials,Asian Man
32447,mention,0,Race Trials,Asian Man
32447,promising,1,Race Trials,Asian Man
32447,following,1,Race Trials,Asian Man
32447,looking at,1,Race Trials,Asian Man
32447,walking towards,0,Gender Trials,Asian Man
